l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment
2437,175,676,3,23,24728.91,0.01,0.00,A,F,1993-08-15,1993-06-28,1993-08-23,TAKE BACK RETURN         ,SHIP      ,s deposits. pendi
2437,11574,836,4,12,17826.84,0.03,0.08,A,F,1993-04-27,1993-07-01,1993-05-18,TAKE BACK RETURN         ,FOB       ,thely regular deposits. ironic fray
2437,1670,424,5,29,45578.43,0.02,0.06,A,F,1993-05-12,1993-06-10,1993-05-25,NONE                     ,FOB       ,ress dolphins. furiously fin
2437,1858,110,6,10,17598.50,0.10,0.06,A,F,1993-05-20,1993-06-23,1993-05-22,TAKE BACK RETURN         ,MAIL      ,"unts. even, ironic pl"
2438,16450,983,1,45,61490.25,0.01,0.00,A,F,1993-10-27,1993-09-24,1993-11-02,COLLECT COD              ,REG AIR   ,en theodolites w
2438,1279,280,2,31,36588.37,0.08,0.01,R,F,1993-10-16,1993-08-31,1993-11-10,COLLECT COD              ,REG AIR   ,t. slyly ironic sh
2438,6745,2,3,10,16517.40,0.10,0.00,R,F,1993-08-18,1993-08-28,1993-09-08,NONE                     ,SHIP      ,engage car
2438,16041,574,4,27,25840.08,0.01,0.02,R,F,1993-07-27,1993-10-01,1993-08-06,TAKE BACK RETURN         ,FOB       ,inal accounts. slyly final reques
2438,16575,108,5,28,41763.96,0.07,0.06,R,F,1993-11-05,1993-08-22,1993-11-22,TAKE BACK RETURN         ,TRUCK     ,ctions. bli
2438,14843,108,6,23,40430.32,0.09,0.02,R,F,1993-10-06,1993-08-17,1993-10-16,DELIVER IN PERSON        ,MAIL      ,ely; blithely special pinto beans breach
2438,18259,796,7,46,54153.50,0.02,0.05,R,F,1993-10-27,1993-08-30,1993-11-14,COLLECT COD              ,SHIP      , ironic requests cajole f
2439,16304,837,1,2,2440.60,0.09,0.03,N,O,1997-04-14,1997-06-11,1997-05-09,COLLECT COD              ,MAIL      ,courts boos
2439,14349,350,2,5,6316.70,0.07,0.01,N,O,1997-04-23,1997-04-26,1997-04-28,DELIVER IN PERSON        ,FOB       ,ites. furiously
2439,19468,738,3,33,45786.18,0.08,0.05,N,O,1997-06-01,1997-05-15,1997-06-07,TAKE BACK RETURN         ,FOB       ,asymptotes wake packages-- furiously
2464,4837,600,1,10,17418.30,0.05,0.03,N,O,1998-02-04,1997-12-29,1998-02-16,TAKE BACK RETURN         ,RAIL      ,slyly final pinto bean
2464,10046,567,2,20,19120.80,0.01,0.07,N,O,1997-12-26,1998-01-02,1998-01-24,DELIVER IN PERSON        ,FOB       ,sts. slyly close ideas shall h
2465,6719,232,1,27,43894.17,0.05,0.02,N,O,1995-09-05,1995-09-07,1995-09-17,DELIVER IN PERSON        ,FOB       ,posits boost carefully unusual instructio
2465,5064,830,2,34,32948.04,0.02,0.05,N,O,1995-10-02,1995-08-04,1995-10-09,COLLECT COD              ,RAIL      ,posits wake. regular package
2465,3104,611,3,8,8056.80,0.10,0.00,N,O,1995-10-16,1995-08-26,1995-11-07,TAKE BACK RETURN         ,FOB       ,s across the express deposits wak
2465,14772,565,4,45,75904.65,0.03,0.01,N,O,1995-09-27,1995-08-25,1995-10-06,NONE                     ,TRUCK     ,y silent foxes. final pinto beans above 
2465,4677,932,5,50,79083.50,0.01,0.04,N,O,1995-09-01,1995-09-06,1995-09-18,TAKE BACK RETURN         ,TRUCK     ,the pending th
2465,12356,357,6,20,25367.00,0.03,0.03,N,O,1995-08-16,1995-08-13,1995-09-02,COLLECT COD              ,FOB       ,uriously? furiously ironic excu
2466,18533,338,1,16,23224.48,0.00,0.02,R,F,1994-04-20,1994-04-20,1994-05-09,COLLECT COD              ,FOB       ,to beans sl
2466,10470,731,2,10,13804.70,0.00,0.00,A,F,1994-05-08,1994-04-06,1994-06-05,DELIVER IN PERSON        ,AIR       ,"sly regular deposits. regular, regula"
2466,1320,823,3,29,35418.28,0.10,0.07,A,F,1994-06-11,1994-04-27,1994-07-10,DELIVER IN PERSON        ,FOB       ,ckages. bold requests nag carefully.
2466,1040,543,4,29,27290.16,0.04,0.04,A,F,1994-04-01,1994-04-20,1994-04-23,DELIVER IN PERSON        ,MAIL      ,es boost fluffily ab
2466,7872,873,5,30,53396.10,0.02,0.01,A,F,1994-04-11,1994-05-02,1994-05-02,DELIVER IN PERSON        ,REG AIR   ,. fluffily even pinto beans are idly. f
2466,17263,798,6,19,22424.94,0.10,0.07,R,F,1994-06-12,1994-04-18,1994-07-12,NONE                     ,MAIL      ,ccounts cajole a
2466,15422,218,7,35,46809.70,0.10,0.00,A,F,1994-06-01,1994-05-27,1994-06-21,COLLECT COD              ,AIR       , packages detect carefully: ironically sl
2467,13289,79,1,7,8415.96,0.00,0.00,N,O,1995-07-28,1995-10-04,1995-08-27,NONE                     ,REG AIR   ,gular packages cajole 
2468,9353,872,1,46,58068.10,0.00,0.04,N,O,1997-07-16,1997-08-09,1997-08-07,COLLECT COD              ,SHIP      ,unusual theodolites su
2468,2053,558,2,43,41067.15,0.00,0.04,N,O,1997-08-17,1997-08-21,1997-08-30,DELIVER IN PERSON        ,FOB       ,uriously eve
2468,19412,413,3,44,58582.04,0.00,0.03,N,O,1997-10-01,1997-08-02,1997-10-09,TAKE BACK RETURN         ,RAIL      ,"egular, silent sheave"
2468,8161,162,4,5,5345.80,0.08,0.00,N,O,1997-06-28,1997-08-02,1997-07-22,NONE                     ,MAIL      , sleep fluffily acc
2468,15836,102,5,18,31532.94,0.07,0.00,N,O,1997-07-25,1997-08-26,1997-08-14,DELIVER IN PERSON        ,REG AIR   ,cies. fluffily r
2469,16569,368,1,11,16341.16,0.00,0.04,N,O,1997-02-09,1997-01-26,1997-02-16,NONE                     ,TRUCK     ,ies wake carefully b
2469,11336,859,2,16,19957.28,0.07,0.06,N,O,1997-02-19,1997-02-04,1997-03-18,NONE                     ,MAIL      ,ing asymptotes 
2469,1027,279,3,48,44544.96,0.05,0.06,N,O,1997-01-11,1997-01-03,1997-01-15,TAKE BACK RETURN         ,AIR       ,riously even theodolites u
2469,8788,563,4,35,59387.30,0.06,0.06,N,O,1997-02-04,1997-02-02,1997-02-17,DELIVER IN PERSON        ,RAIL      ,ld packages haggle regular frets. fluffily 
2469,12068,855,5,30,29401.80,0.09,0.01,N,O,1996-12-21,1997-01-29,1997-01-02,COLLECT COD              ,SHIP      , accounts. regular theodolites affix fu
2469,10302,303,6,49,59402.70,0.02,0.02,N,O,1997-03-03,1996-12-26,1997-03-13,NONE                     ,AIR       , requests are car
2469,12627,414,7,8,12316.96,0.02,0.00,N,O,1997-03-15,1997-01-20,1997-04-13,NONE                     ,TRUCK     ,s. regular
2470,10949,470,1,12,22319.28,0.06,0.06,N,O,1997-07-12,1997-05-24,1997-07-17,TAKE BACK RETURN         ,FOB       ,"l accounts. deposits nag daringly. express,"
2470,9993,771,2,50,95149.50,0.03,0.03,N,O,1997-06-02,1997-06-01,1997-06-09,COLLECT COD              ,AIR       , packages 
2470,6394,651,3,10,13003.90,0.05,0.08,N,O,1997-06-20,1997-06-19,1997-06-24,TAKE BACK RETURN         ,FOB       , ironic requests a
2470,16105,106,4,30,30633.00,0.04,0.08,N,O,1997-08-04,1997-07-13,1997-08-14,DELIVER IN PERSON        ,AIR       ,s across the furiously fina
2471,8385,386,1,37,47855.06,0.05,0.01,N,O,1998-05-28,1998-04-17,1998-06-08,COLLECT COD              ,TRUCK     ,ounts mold blithely carefully express depo
2496,14020,285,1,38,35492.76,0.02,0.07,R,F,1994-03-26,1994-04-06,1994-04-23,COLLECT COD              ,RAIL      , bold accounts. furi
2496,2261,262,2,39,45367.14,0.03,0.00,R,F,1994-03-23,1994-02-18,1994-04-10,TAKE BACK RETURN         ,FOB       ,arefully special dependencies abo
2496,18856,393,3,36,63894.60,0.09,0.04,R,F,1994-03-27,1994-03-15,1994-04-17,TAKE BACK RETURN         ,SHIP      ,ully ironic f
2496,2324,577,4,30,36789.60,0.04,0.01,A,F,1994-01-27,1994-03-11,1994-01-31,DELIVER IN PERSON        ,RAIL      ,ake. ironic foxes cajole quickly. fu
2497,1106,860,1,34,34241.40,0.02,0.03,R,F,1992-09-02,1992-10-19,1992-09-12,COLLECT COD              ,AIR       ,ronic accounts. p
2497,7689,947,2,15,23950.20,0.09,0.02,A,F,1992-12-23,1992-11-20,1993-01-18,DELIVER IN PERSON        ,SHIP      ,sly against the
2497,3358,865,3,28,35317.80,0.02,0.08,A,F,1992-12-02,1992-11-21,1992-12-04,DELIVER IN PERSON        ,REG AIR   ,"ouches. special, regular requests"
2497,14384,385,4,48,62322.24,0.06,0.05,A,F,1992-09-29,1992-11-13,1992-10-19,TAKE BACK RETURN         ,AIR       ," even, regular requests across "
2497,17482,750,5,28,39185.44,0.04,0.05,A,F,1992-11-10,1992-09-30,1992-11-18,DELIVER IN PERSON        ,MAIL      ,hely bold ideas. unusual instructions ac
2497,7060,61,6,19,18374.14,0.05,0.08,A,F,1992-11-10,1992-11-20,1992-12-05,TAKE BACK RETURN         ,TRUCK     , instructions? carefully daring accounts
2498,14221,14,1,48,54490.56,0.10,0.01,R,F,1993-11-25,1994-01-09,1993-12-24,DELIVER IN PERSON        ,RAIL      ,onic requests wake
2499,14931,460,1,15,27688.95,0.04,0.06,N,O,1995-12-21,1995-12-06,1996-01-19,DELIVER IN PERSON        ,FOB       , slyly across the slyly
2499,4509,764,2,48,67848.00,0.09,0.03,N,O,1995-10-14,1995-12-12,1995-11-11,DELIVER IN PERSON        ,AIR       ,ronic ideas cajole quickly requests. caref
2499,13209,473,3,31,34788.20,0.09,0.05,N,O,1995-12-09,1995-10-28,1996-01-05,COLLECT COD              ,AIR       ,to beans across the carefully ironic theodo
2499,15841,107,4,39,68516.76,0.06,0.02,N,O,1995-10-26,1995-10-27,1995-11-07,TAKE BACK RETURN         ,SHIP      ,otes sublat
2499,12914,439,5,6,10961.46,0.02,0.01,N,O,1995-11-19,1995-12-14,1995-12-08,NONE                     ,SHIP      ,cording to the
2499,11859,121,6,12,21250.20,0.04,0.05,N,O,1995-11-18,1995-12-13,1995-11-23,COLLECT COD              ,REG AIR   ,le furiously along the r
2500,19127,128,1,40,41844.80,0.00,0.02,A,F,1992-09-02,1992-09-30,1992-09-06,DELIVER IN PERSON        ,SHIP      ,efully unusual dolphins s
2500,3626,627,2,34,52007.08,0.06,0.02,R,F,1992-10-03,1992-11-11,1992-10-29,DELIVER IN PERSON        ,TRUCK     , stealthy a
2500,7921,179,3,41,74985.72,0.02,0.00,R,F,1992-09-02,1992-11-11,1992-09-06,DELIVER IN PERSON        ,RAIL      ,s could have to integrate after the 
2500,6819,76,4,17,29338.77,0.01,0.02,A,F,1992-09-30,1992-10-16,1992-10-05,DELIVER IN PERSON        ,REG AIR   ,"encies-- ironic, even packages"
2501,8342,117,1,4,5001.36,0.10,0.06,N,O,1997-07-17,1997-07-27,1997-07-22,COLLECT COD              ,RAIL      ,quests. furiously final
2501,10597,118,2,33,49750.47,0.01,0.04,N,O,1997-07-14,1997-08-09,1997-07-26,NONE                     ,MAIL      ,leep furiously packages. even sauternes 
2501,7188,446,3,20,21903.60,0.10,0.06,N,O,1997-09-23,1997-07-01,1997-10-03,DELIVER IN PERSON        ,RAIL      ,equests. furiou
2501,5742,508,4,26,42841.24,0.09,0.01,N,O,1997-07-15,1997-08-15,1997-07-28,DELIVER IN PERSON        ,SHIP      ,"c accounts. express, iron"
2502,16216,217,1,33,37362.93,0.10,0.06,R,F,1993-08-12,1993-07-22,1993-09-04,COLLECT COD              ,REG AIR   ,have to print
2503,12255,780,1,33,38519.25,0.06,0.01,R,F,1993-07-06,1993-08-14,1993-08-02,NONE                     ,SHIP      ,nal courts integrate according to the
2503,6406,175,2,28,36747.20,0.06,0.01,R,F,1993-08-08,1993-08-31,1993-08-10,NONE                     ,SHIP      ,s wake quickly slyly 
2503,4531,532,3,50,71776.50,0.09,0.01,A,F,1993-09-22,1993-08-17,1993-09-29,DELIVER IN PERSON        ,TRUCK     ,s around the slyly 
2503,9007,785,4,27,24732.00,0.09,0.00,A,F,1993-07-12,1993-07-24,1993-07-22,DELIVER IN PERSON        ,TRUCK     ,lly even p
2503,4768,23,5,3,5018.28,0.04,0.02,A,F,1993-07-10,1993-09-17,1993-07-19,TAKE BACK RETURN         ,TRUCK     ,s cajole. slyly close courts nod f
2503,12773,298,6,39,65745.03,0.05,0.05,R,F,1993-10-11,1993-09-09,1993-10-16,NONE                     ,MAIL      ,d carefully fluffily
2503,1859,362,7,17,29934.45,0.09,0.08,R,F,1993-09-04,1993-07-31,1993-09-23,DELIVER IN PERSON        ,SHIP      ,c accounts haggle blithel
2528,20,21,1,10,9200.20,0.02,0.03,R,F,1994-12-12,1994-12-29,1994-12-28,COLLECT COD              ,REG AIR   ,ely. fluffily even re
2528,7344,859,2,13,16267.42,0.00,0.03,A,F,1994-11-27,1995-01-20,1994-12-03,TAKE BACK RETURN         ,REG AIR   ,ggle furiously. slyly final asympt
2528,17435,436,3,35,47335.05,0.10,0.00,R,F,1994-12-19,1995-02-04,1995-01-15,NONE                     ,MAIL      ,", even excuses. even,"
2528,6413,670,4,37,48818.17,0.00,0.01,A,F,1994-12-25,1995-02-02,1994-12-31,COLLECT COD              ,AIR       ,ng the pending excuses haggle after the bl
2529,13064,854,1,4,3908.24,0.07,0.07,N,O,1996-10-19,1996-11-18,1996-10-24,DELIVER IN PERSON        ,SHIP      ,al dependencies haggle slyly alongsi
2530,2032,33,1,9,8406.27,0.09,0.03,R,F,1994-05-10,1994-04-30,1994-05-24,TAKE BACK RETURN         ,REG AIR   ,lyly ironic
2530,9240,18,2,42,48268.08,0.04,0.08,R,F,1994-03-27,1994-05-20,1994-03-29,NONE                     ,RAIL      ,ng platelets wake s
2530,10783,44,3,8,13550.24,0.10,0.08,A,F,1994-05-02,1994-05-08,1994-05-24,DELIVER IN PERSON        ,MAIL      ,ial asymptotes snooze slyly regular 
2531,14773,566,1,9,15189.93,0.03,0.07,N,O,1996-07-27,1996-07-03,1996-08-01,DELIVER IN PERSON        ,AIR       ,"t the dogged, un"
2531,15700,231,2,3,4847.10,0.07,0.06,N,O,1996-07-20,1996-06-20,1996-08-10,NONE                     ,MAIL      ,he quickly ev
2531,8592,109,3,20,30011.80,0.06,0.04,N,O,1996-07-18,1996-06-25,1996-07-29,TAKE BACK RETURN         ,TRUCK     ,into beans. furious
2531,19089,897,4,36,36290.88,0.08,0.01,N,O,1996-06-11,1996-07-26,1996-06-27,NONE                     ,MAIL      ,"y ironic, bold packages. blithely e"
2531,5590,846,5,28,41876.52,0.03,0.07,N,O,1996-07-06,1996-07-31,1996-07-19,TAKE BACK RETURN         ,REG AIR   ,its. busily
2531,14435,228,6,46,62073.78,0.10,0.08,N,O,1996-07-03,1996-06-27,1996-07-12,TAKE BACK RETURN         ,REG AIR   ,"e final, bold pains. ir"
2532,5264,265,1,3,3507.78,0.06,0.07,N,O,1995-12-14,1995-11-28,1995-12-15,COLLECT COD              ,FOB       ,unusual sentiments. even pinto
2532,15980,776,2,33,62567.34,0.06,0.05,N,O,1995-11-23,1996-01-04,1995-12-16,DELIVER IN PERSON        ,TRUCK     ,rve carefully slyly ironic accounts! fluf
2532,13423,213,3,1,1336.42,0.00,0.06,N,O,1996-01-27,1995-11-23,1996-01-29,DELIVER IN PERSON        ,REG AIR   ,ely final ideas cajole despite the ca
2532,7754,12,4,50,83087.50,0.02,0.02,N,O,1995-11-13,1996-01-01,1995-11-26,NONE                     ,TRUCK     ,yly after the fluffily regul
2532,11305,828,5,9,10946.70,0.09,0.04,N,O,1995-11-30,1995-11-23,1995-12-12,DELIVER IN PERSON        ,TRUCK     ,cial ideas haggle slyly pending request
2532,14929,930,6,20,36878.40,0.09,0.05,N,O,1995-12-02,1995-11-26,1995-12-08,TAKE BACK RETURN         ,AIR       ,er the slyly pending
2533,5359,870,1,36,45516.60,0.06,0.04,N,O,1997-06-10,1997-04-28,1997-07-01,NONE                     ,REG AIR   ,ss requests sleep neve
2533,19708,978,2,5,8138.50,0.10,0.04,N,O,1997-05-26,1997-06-02,1997-06-24,NONE                     ,FOB       ,"ccounts. ironic, special accounts boo"
2533,18297,102,3,37,44965.73,0.00,0.08,N,O,1997-05-10,1997-04-26,1997-05-28,COLLECT COD              ,SHIP      , haggle carefully 
2533,2935,188,4,17,31244.81,0.06,0.02,N,O,1997-05-23,1997-05-10,1997-06-18,NONE                     ,FOB       ,ackages. blith
2533,12556,819,5,38,55804.90,0.09,0.00,N,O,1997-05-10,1997-06-02,1997-05-28,TAKE BACK RETURN         ,REG AIR   ,of the regular accounts. even packages caj
2533,18334,335,6,20,25046.60,0.05,0.08,N,O,1997-07-04,1997-04-30,1997-07-05,COLLECT COD              ,FOB       ,thless excuses are b
2533,9377,896,7,14,18009.18,0.06,0.04,N,O,1997-07-06,1997-05-08,1997-08-03,COLLECT COD              ,FOB       ,"ut the pending, special depos"
2534,13856,646,1,29,51325.65,0.07,0.07,N,O,1996-08-09,1996-09-29,1996-08-11,COLLECT COD              ,TRUCK     ,ugouts haggle slyly. final
2534,2672,177,2,49,77158.83,0.08,0.08,N,O,1996-09-01,1996-08-20,1996-09-06,NONE                     ,SHIP      ,sometimes regular requests. blithely unus
2534,81,332,3,50,49054.00,0.10,0.06,N,O,1996-09-25,1996-10-07,1996-10-09,TAKE BACK RETURN         ,AIR       ,ideas. deposits use. slyly regular pa
2534,7422,194,4,43,57165.06,0.09,0.02,N,O,1996-10-25,1996-09-30,1996-11-05,TAKE BACK RETURN         ,REG AIR   ,ngly final depos
2534,16481,14,5,14,19564.72,0.05,0.02,N,O,1996-08-12,1996-09-26,1996-08-28,COLLECT COD              ,MAIL      ,eposits doze quickly final
2534,11597,859,6,12,18103.08,0.02,0.02,N,O,1996-07-29,1996-10-12,1996-08-14,TAKE BACK RETURN         ,AIR       ,sual depos
2534,17254,522,7,17,19911.25,0.02,0.07,N,O,1996-07-22,1996-09-15,1996-08-03,NONE                     ,SHIP      ,riously regular 
2535,19803,342,1,5,8614.00,0.06,0.01,A,F,1993-09-07,1993-07-25,1993-09-29,DELIVER IN PERSON        ,REG AIR   ,", unusual reque"
2535,3802,56,2,12,20469.60,0.08,0.05,A,F,1993-07-17,1993-08-17,1993-07-31,TAKE BACK RETURN         ,FOB       ,uses sleep among the packages. excuses 
2535,5302,303,3,5,6036.50,0.09,0.06,R,F,1993-07-28,1993-08-14,1993-08-11,DELIVER IN PERSON        ,SHIP      ," across the express requests. silent, eve"
2535,15929,460,4,19,35053.48,0.01,0.02,A,F,1993-06-01,1993-08-01,1993-06-19,DELIVER IN PERSON        ,FOB       ,ructions. final requests
2535,17376,911,5,25,32334.25,0.07,0.04,A,F,1993-07-19,1993-08-07,1993-07-27,NONE                     ,REG AIR   ,ions believe ab
2560,16883,884,1,41,73795.08,0.07,0.01,R,F,1992-10-23,1992-11-11,1992-11-22,NONE                     ,SHIP      , after the accounts. regular foxes are be
2560,377,878,2,27,34488.99,0.00,0.01,R,F,1992-12-03,1992-11-16,1992-12-30,NONE                     ,MAIL      , against the carefully
2560,4592,355,3,31,46394.29,0.01,0.05,A,F,1992-11-14,1992-10-14,1992-12-11,DELIVER IN PERSON        ,AIR       ,to beans. blithely regular Tiresias int
2560,7113,628,4,36,36723.96,0.01,0.02,A,F,1992-10-18,1992-10-30,1992-11-05,TAKE BACK RETURN         ,MAIL      ,accounts alongside of the excuses are 
2560,4184,947,5,9,9793.62,0.04,0.02,A,F,1992-10-23,1992-10-29,1992-11-02,COLLECT COD              ,REG AIR   ," deposits affix quickly. unusual, eve"
2560,10752,753,6,13,21615.75,0.03,0.06,A,F,1992-09-07,1992-10-21,1992-09-24,COLLECT COD              ,FOB       ,slyly final accoun
